;;doc;source;author;title;year;period;text_type;sentence
1851-1900;8465;GBorribilmente.csv;Gutenberg; Giuseppe Garibaldi;I Mille;1881.0;1851-1900;prosa letteraria;['dunque quello delle barelle, costrutte come si poteva, e con grande spreco di gente per portarle  ciocchè menomava orribilmente il numero dei combattenti.']
1851-1900;8489;GBorribilmente.csv;Gutenberg; Alberto Mario;La camicia rossa: Episodi - Terza edizione riveduta e corretta;1882.0;1851-1900;prosa letteraria;['nel tumulto d  isernia, disse nullo, mutilarono orribilmente gli avversar  presi.']
1851-1900;8490;diacorisNencioni1.txt;DiaCoris;Enrico Nencioni / La domenica letteraria;"""Canto nuovo"" e ""Terra vergine"" di Gabriele d'Annunzio";1882.0;1851-1900;stampa;['fra tanti belli e potenti versi stuona orribilmente , al mio orecchio , il verso :   gialla è la canna nel ciel turchino .']
1851-1900;8496;diacorisMemini1.txt;DiaCoris;Memini;Mia;1884.0;1851-1900;prosa letteraria;['il padre loria non fece certamente apposta a inquietare e a stancare la duchessa milla , ma certo è che la inquietò e la stancò orribilmente , e il loro colloquio riuscì critico e tempestoso .', 'rispose giuliano , colla coscienza di dir cinque parole orribilmente vane e stonate .']
1851-1900;8500;GBorribilmente.csv;Gutenberg; Vittorio Imbriani;Fame usurpate;1885.0;1851-1900;prosa letteraria;"['il reato è scoverto, la giustizia accorre:    il bargello picchiava orribilmente , e più orribilmente il mio cuore; lieta, io mi affretto a spegnere le fiamme del mio dolore nella fredda morte.']"
1851-1900;8501;LLChelli1.txt;Liber Liber;Gaetano Carlo Chelli;L'eredità Ferramonti;1885.0;1851-1900;prosa letteraria;"['era diventato orribilmente pallido; restava come istupidito.']"
1851-1900;8504;diacorisGiarelli1.txt;DiaCoris;F. Giarelli / Cronaca Bizantina;Le streghe di Milano;1885.0;1851-1900;stampa;['tutte   sonnambule   , dalla prima all   ultima : e sono non meno di una cinquantina , e vi garantisco , che , non solo non sono sonnambule , perché dormono la loro brava notte come tanti ghiri , ma che altresì , essendo tutte orribilmente brutte non esiste fra esse e satanasso verun patto .']
1851-1900;8505;GBorribilmente.csv;Gutenberg; Vittorio Imbriani;Fame usurpate;1885.0;1851-1900;prosa letteraria;"['il reato è scoverto, la giustizia accorre:    il bargello picchiava orribilmente, e più orribilmente il mio cuore; lieta, io mi affretto a spegnere le fiamme del mio dolore nella fredda morte.']"
1851-1900;8506;ProsaLett.V.23.Testo.txt;MIDIA;Mario Pratesi;L’eredità;1885.0;1851-1900;prosa letteraria;['quelle donne, udendo cose che parevano impossibili ancora a loro, ne sorridevano compiacenti tra la nausea e i sospiri: e dopo il riso, torcendo orribilmente il collo e la bocca, e ingrossando il petto, c era uno stiramento lungo lungo di braccia.', 'quei convalescenti, dopo avergli sorriso e aver barattato con lui qualche parola, come se ne avessero temuto la vicinanza, lo lasciarono solo a tossire orribilmente con la testa appoggiata alle sbarre del finestrone: andandosene si dicevano a bassa voce che ormai per quel povero giovine era finita: e tutti:  povero giovane!']
1851-1900;8508;diacorisIntrozzi1.txt;DiaCoris;Gianpietro Introzzi (traduttore);Iginie dei piaceri secondo le età;1886.0;1851-1900;prosa letteraria;['le glandole erano oltremodo gonfie , gli cadevano i capelli a ciocche , la pelle gli si copriva di pustole , il virus straziava orribilmente il povero alfonso .']
1851-1900;8513;GBorribilmente.csv;Gutenberg; Caterina Percoto;Racconti;1886.0;1851-1900;prosa letteraria;"['la fraile a quell  atto orribilmente villano si coperse il volto; avrebbe voluto esser sottoterra, e stette lì in tutto quel baccano cogli occhi e colle']"
1851-1900;8517;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. II;1888.0;1851-1900;prosa letteraria;['la pestilenza e la carestia che in quel tempo desolavan orribilmente l  egitto, aiutarono al precipizio.']
1851-1900;8518;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. I;1888.0;1851-1900;prosa letteraria;[', furono voltati in latino e pubblicati dal caruso e dal muratori, e a ragione lasciati indietro dal di gregorio: tanto orribilmente il conte carli avea saputo sfigurare quella semplice tavola.']
1851-1900;8520;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. I;1888.0;1851-1900;prosa letteraria;"['venire alle mani coi diecimila ome adi; e finì che costoro sul campo di battaglia voltaron le spalle, e gli altri furono orribilmente mietuti dal nemico.']"
1851-1900;8521;GBorribilmente.csv;Gutenberg; Michele Amari;La guerra del Vespro Siciliano vol. 1: Un periodo delle storie Siciliane del secolo XIII;1888.0;1851-1900;prosa letteraria;['del decimottavo secolo, e la dira pestilenza del milleottocentotrentasette, esiziale a sicilia, in tre settimane orribilmente il colmò.']
1851-1900;8523;GBorribilmente.csv;Gutenberg; Michele Amari;Storia dei musulmani di Sicilia, vol. I;1888.0;1851-1900;prosa letteraria;[', poste in quei dì fuor le mura: ma lo stuolo che spogliava la chiesa di san paolo, affrontato dai contadini, fu scemato orribilmente , e tutto l  esercito s  ebbe indi a ritrarre.']
1851-1900;8527;GBorribilmente.csv;Gutenberg; Michele Amari;La guerra del Vespro Siciliano vol. 1: Un periodo delle storie Siciliane del secolo XIII;1888.0;1851-1900;prosa letteraria;"['vinto corradino, il dicemmo, orribilmente vendicavasi il re; ma al superbo animo non bastava.']"
1851-1900;8528;GBorribilmente.csv;Gutenberg; Michele Amari;La guerra del Vespro Siciliano vol. 2: Un periodo delle storie Siciliane del secolo XIII;1888.0;1851-1900;prosa letteraria;"['; ma soffiò sì atroce il tre dicembre, che la flotta tra sardegna e le baleari e su per lo golfo del lione per tre dì orribilmente fortuneggiava.']"
1851-1900;8529;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['le manette e le catene mi facevano soffrire orribilmente , e risentivo nel capo i balzi prodigiosi e gli sbattimenti amorosi della kibitka.']
1851-1900;8532;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['la yurta era orribilmente sudicia e miserabile.']
1851-1900;8533;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['l  impiegato del posto della lotteria, che vide venire quell  uomo orribilmente pallido ed insanguinato, restò sbalordito.']
1851-1900;8540;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['divenne orribilmente pallido.']
1851-1900;8544;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I suicidi di Parigi;1889.0;1851-1900;prosa letteraria;['trovò alla porta nick, che gli ringhiò orribilmente , e sordamente gemè.']
1851-1900;8546;GBorribilmente.csv;Gutenberg; A. (Auguste) Debay;Igiene dei piaceri secondo le età, i temperamenti e le stagioni;1889.0;1851-1900;prosa letteraria;['erano oltremodo gonfie, gli cadevano i capelli a ciocche, la pelle gli si copriva di pustole, il virus straziava orribilmente il povero alfonso.']
1851-1900;8547;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['degli uomini a lunga barba, dalle lunghe zazzere orribilmente irte e luride, dal color quasi nero, le guance ed il fronte stigmatizzati dal ferro rovente, che vi aveva impresso la']
1851-1900;8553;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I suicidi di Parigi;1889.0;1851-1900;prosa letteraria;"['il fatto è che la fisonomia del principe si scomponeva a vista; che i suoi occhi addiventavano orribilmente stralunati; che un pallore cinereo si diluiva sul suo sembiante; che la sua bocca contorcevasi; ch  e   tremava tutto;']"
1851-1900;8558;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. II;1889.0;1851-1900;prosa letteraria;['seguì fra lei e suo marito dopo la mia partenza, mi disse, che da quella sera pilato era divenuto invisibile e sembrava orribilmente triste.']
1851-1900;8560;GBorribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. II;1889.0;1851-1900;prosa letteraria;['da quelle morse viventi, da quei ferri divoratori, riuscì a sbrattarne per un istante ancora il suo bel viso, orribilmente lacerato, poi vacillò e si abbiosciò.']
1851-1900;8562;GBorribilmente.csv;Gutenberg; Ferdinand Gregorovius;Passeggiate per l''Italia, vol. 5;1890.0;1851-1900;prosa letteraria;"['della lava rappresa; monti vomitati dal monte seppellirono i campi e le città, e la terra fusa indurisce selvaggia, orribilmente compressa nelle sue zolle.']"
1851-1900;8564;li1442.txt;CLiGS Ro;Ferdinando Petruccelli della Gattina;Il sorbetto della regina;1890.0;1851-1900;prosa letteraria;"['gridò bruto orribilmente pallido.', 'gridava una donna dalla faccia e dalla persona orribilmente sudice; vengono fuori or ora dal forno, i biscottini!', 'arrivati al corpo di guardia, lo gettarono in un buco orribilmente fetido e formicolante d insetti, ove non poteva tenersi nè in piedi, nè coricato.', 'mi sentivo più leggero, ma orribilmente triste.']"
1851-1900;8577;GBorribilmente.csv;Gutenberg; Luigi Amabile;Fra Tommaso Campanella, Vol. 2: la sua congiura, i suoi processi e la sua pazzia;1891.0;1851-1900;prosa letteraria;"['impossibile seguire tutti i particolari di questo processo, condotto a sbalzi per due anni interi, senza intralciare orribilmente la narrazione del processo principale ed anche correre il rischio di non finirla più; ma non possiamo dispensarci dal']"
1851-1900;8578;diacorisAnonimo1.txt;DiaCoris;Anonimo;Mastro titta / Il boia di Roma. Memorie di un carnefice scritte da lui stesso;1891.0;1851-1900;personale;"['pacifico santinelli intanto si impazientiva orribilmente e andava dicendo al suo carceriere che se non gli si apriva la porta un giorno o l   altro l   avrebbe strozzato colle proprie mani .', 'le vene del paziente si gonfiavano orribilmente ; il viso s   era fatto paonazzo , poi quasi nero ; gli occhi gli schizzavano dall   orbita ; la lingua gli usciva per tre quarti dello bocca .', 'quando una passione non ha potuto avere il suo svolgimento nei sensi di una donna questa ne soffre orribilmente , il suo carattere si altera e di leggieri si dà in balìa agli eccessi più mostruosi .', 'la lama del pugnale di luigi finocchi , gli aveva orribilmente squarciata la gola e troncata colla jugulare la vita .', 'in quel momento il torturato soffre orribilmente, perché il peso del corpo disloca le spalle e gli rompe le braccia al di sopra del capo .']"
1851-1900;8584;GBorribilmente.csv;Gutenberg; Antonio Ghislanzoni;Racconti e novelle;1892.0;1851-1900;prosa letteraria;['siano informati, come e qualmente abbia esistito a milano un esercente di caffè restaurant, il quale ad un giovane orribilmente compromesso nella opinione pubblica dalla sua duplice professione di giornalista e di poeta, per oltre un anno diede a']
1851-1900;8591;GBorribilmente.csv;Gutenberg; Antonio Ghislanzoni;Racconti politici;1892.0;1851-1900;prosa letteraria;['la società è orribilmente viziata e incadaverita.']
1851-1900;8592;GBorribilmente.csv;Gutenberg; Antonio Ghislanzoni;AbrakadabraL Storia dell''avvenire;1892.0;1851-1900;prosa letteraria;['i dottori dell  epoca vi rispondono:  la eccezione si è fatta per ristabilire e generalizzare il matrimonio, orribilmente screditato nel secolo precedente.']
1851-1900;8618;GBorribilmente.csv;Gutenberg; Luigi Gualdo;La gran rivale;1897.0;1851-1900;prosa letteraria;['e forzato gli passava sul labbro, uno di quei sorrisi che fanno male a vedere  e la mia idea fissa mi faceva soffrire orribilmente , l  idea ch  egli non mi ama più.']
1851-1900;8621;BibItVerga2.txt;BibIt;Giovanni Verga;Eros;1898.0;1851-1900;prosa letteraria;['tutt a un tratto piantò in volto ad alberto uno sguardo e un sorriso singolari, e gli disse:   ma noi ci compromettiamo orribilmente, mio caro!', 'un ebbene che avrebbe stonato orribilmente nella conversazione generale, se in quel momento tutti non fossero stati distratti da una discussione abbastanza calorosa.', 'avrebbe fatto peggio, perché m annoiavo orribilmente.']
1851-1900;8659;GBorribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte IV;1899.0;1851-1900;prosa letteraria;['stralunò gli occhi, rise orribilmente , battè l  aria colle braccia come fa delle ali uccello ferito che non può più levarsi a volo, mandò un grido soffocato, un']
1851-1900;8660;GBa_randomsample.csv;Gutenberg; Elia Benamozegh;Storia degli Esseni: Lezioni;1899.0;1851-1900;prosa letteraria;['giunti che furono ad un laghetto di acqua_  notate che le parole testuali sono orribilmente oscure e i più grandi interpreti eziandio confessano di andarci a tentoni , stese la mano r.']
1851-1900;8665;GBorribilmente.csv;Gutenberg; Elia Benamozegh;Storia degli Esseni: Lezioni;1899.0;1851-1900;prosa letteraria;['giunti che furono ad un laghetto di acqua_  notate che le parole testuali sono orribilmente oscure e i più grandi interpreti eziandio confessano di andarci a tentoni , stese la mano r. josè per raccogliere nel']
1851-1900;8667;GBorribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte I;1899.0;1851-1900;prosa letteraria;['levatosi a sedere sul letto, getta le magre gambe fuori delle coltri per torsi di là, infuocato nelle guancie, gli occhi orribilmente fuor del punto, le mani agitantisi in moto convulso.']
1851-1900;8669;GBorribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte III;1899.0;1851-1900;prosa letteraria;"['il sangue torsero convulsamente le pupille, le guancie, divenute d  un rosso cupo, quasi violaceo, si contrassero orribilmente , la bocca piegò tutta a sinistra con una smorfia orribile a vedersi; un suono gutturale uscì da quelle labbra annerite,']"
1851-1900;8672;GBorribilmente.csv;Gutenberg; Emilio De Marchi;Nuove storie d''ogni colore;1900.0;1851-1900;prosa letteraria;['a manardi seccava orribilmente di dover procedere per le vie legali, che oltre all  odiosità di un sequestro, fanno perdere un tempo enorme e consumano']
1851-1900;8673;diacorisValera1.txt;DiaCoris;Paolo Valera;Le terribili giornate del maggio '98: storia documentata;1900.0;1851-1900;espositivo;['ci si diceva che aveva sofferto orribilmente a passare per le vie con tanti arrestati e cogli ordini severi che avevano soldati e agenti di p .']
1851-1900;8676;GBorribilmente.csv;Gutenberg; Emilio De Marchi;Nuove storie d''ogni colore;1900.0;1851-1900;prosa letteraria;['dato un uomo di questa natura, è facile immaginare come la preghiera del presidente gli dovesse orribilmente seccare.']
1901-1950;8695;GBorribilmente.csv;Gutenberg; Antonio Vismara;Storia delle cinque gloriose giornate di Milano nel 1848;1902.0;1901-1950;prosa letteraria;['grida strazianti e invocazioni di pietà: entrativi i cittadini, vi arrestarono cinque croati, e vi rinvennero orribilmente mutilati una donna e tre suoi adolescenti figli.']
1901-1950;8701;GBorribilmente.csv;Gutenberg; Enrico Panzacchi;Morti e viventi;1903.0;1901-1950;prosa letteraria;['_  la cena finisce all  improvviso con un episodio orribilmente tragico.']
1901-1950;8717;diacorisOriano1.txt;DiaCoris;Alfredo Oriano;Oro/ incenso e mirra;1904.0;1901-1950;prosa letteraria;['egli nascosto sotto le coperte cercava di farsi più piccolo per non essere veduto , tendendo l   orecchio ad ogni accento con una angoscia di curiosità che gli acuiva orribilmente le sofferenze della fame .']
1901-1950;8734;LLPirandello2.txt;Liber Liber;Luigi Pirandello;Il fu Mattia Pascal;1904.0;1901-1950;prosa letteraria;['trassi dalla tasca un fazzoletto e lo stesi su quel misero volto orribilmente sfigurato.', 'il ricordo di ciò che avevo fatto in quei giorni al bujo me la offuscò orribilmente.']
1901-1950;8747;LLDeledda1.txt;Liber Liber;Grazia Deledda;Cenere;1904.0;1901-1950;prosa letteraria;['dice che è orribilmente dimagrato.', 'ricordò che invano aveva ardentemente desiderato che margherita entrasse nella sala e notasse il suo costumino nuovo, di fustagno gialliccio, duro come la pelle del diavolo, e ricordò che la signora cicita carboni, baciandolo e battendogli lievemente la mano inanellata sulla testina orribilmente rasa, aveva detto al mugnaio:   ah, compare, perché l avete conciato così?', 'allontanati, che puzzi orribilmente.', 'quando rientrai la trovai in un lago di sangue: era ancora viva, con gli occhi spalancati orribilmente.']
1901-1950;8854;GBorribilmente.csv;Gutenberg; Giuseppe Giacosa;Storia vecchia: Commedia in due atti;1905.0;1901-1950;prosa letteraria;['mi annoio orribilmente .']
1901-1950;9024;GBorribilmente.csv;Gutenberg; Edmondo De Amicis;Alle porte d''Italia;1907.0;1901-1950;prosa letteraria;['accanto a me i quattro principi morti, diritti stecchiti nelle loro armature corrose, coi visi consunti e con gli occhi orribilmente infossati sotto le fronti che mostravan l  osso nudo.']
1901-1950;9040;GBorribilmente.csv;Gutenberg; Edmondo De Amicis;La vita militare: bozzetti;1907.0;1901-1950;prosa letteraria;"[', si dan dei gomiti e delle ginocchia nel petto e nel ventre;  sbuffi  aneliti  grida di rabbia strozzate; gli occhi orribilmente dilatati ed accesi; le bocche schiumose e sanguigne discoprono, contraendosi convulsamente, i denti digrignanti;']"
1901-1950;9054;GBorribilmente.csv;Gutenberg; Anton Giulio Barrili;I rossi e i neri, vol. 2;1907.0;1901-1950;prosa letteraria;"['orribilmente sconvolto, giunse sulla strada; la testa gli ardeva; gli rombavano gli orecchi; non vedeva, non udiva; l  istinto lo']"
1901-1950;9083;GBorribilmente.csv;Gutenberg; Edmondo De Amicis;Spagna;1907.0;1901-1950;prosa letteraria;"['vide una donna misteriosa che lo guardava cogli occhi fissi senza poter profferire parola; i muscoli del suo viso erano orribilmente contratti, e tratto tratto un acuto lamento prorompeva dal suo seno.']"
1901-1950;9085;GBorribilmente.csv;Gutenberg; Alfredo Oriani;No: Romanzo;1908.0;1901-1950;prosa letteraria;['tuttavia le parole non gli venivano, era orribilmente imbarazzato per andarsene.']
1901-1950;9091;GBorribilmente.csv;Gutenberg; Alfredo Oriani;La disfatta;1908.0;1901-1950;prosa letteraria;['questi invece soffriva più di tutti, orribilmente , in silenzio: quella creaturina era dunque tutto ciò che la natura aveva consentito alla sua passione per bice!']
1901-1950;9093;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;['udirono dietro una voce e videro la marchesa orribilmente pallida sulla soglia di un usciuolo nascosto dalla tappezzeria: si avanzò lentamente cogli occhi su mimy.']
1901-1950;9146;GBorribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 3 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['un  africa orribilmente nera e selvaggia si è rivelata alla storia, ma il suo clima che in molti luoghi è una vampa, i suoi deserti che hanno l']
1901-1950;9153;GBorribilmente.csv;Gutenberg; Alfredo Oriani;No: Romanzo;1908.0;1901-1950;prosa letteraria;['ma geltrude, piegando sotto la ferrea volontà di ida, sparlava orribilmente della figlia colle vicine.']
1901-1950;9163;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Olocausto;1908.0;1901-1950;prosa letteraria;['tina era diventata orribilmente pallida, si sentiva attanagliare lo stomaco, ma fece uno sforzo supremo per resistere, perchè questa volta era decisa']
1901-1950;9165;LLYambo1.txt;Liber Liber;Yambo;Ciuffettino;1908.0;1901-1950;prosa letteraria;['non gli riusciva più di abbaiare per una laringite cronica, che lo affliggeva da qualche anno, e non poteva camminare per via di una sciatica a una zampa che lo faceva orribilmente soffrire.', 'il cielo si fece nero come la cappa del camino, e la superficie del mare, il dì innanzi tersa come uno specchio, divenne orribilmente sconvolta ed irta di montagne verdi orlate di bianco.']
1901-1950;9186;GBorribilmente.csv;Gutenberg; Alfredo Oriani;No: Romanzo;1908.0;1901-1950;prosa letteraria;['e allora, in quell  eleganza di toeletta e di cavalcatura, si sentì orribilmente sprovveduta ed abbandonata.']
1901-1950;9210;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;"['se tu la vedessi, perderesti subito almeno la metà della tua fede in lei; è una donna orribilmente brutta, pare un uomo.']"
1901-1950;9211;GBorribilmente.csv;Gutenberg; Alfredo Oriani;Olocausto;1908.0;1901-1950;prosa letteraria;['nuovamente il sudore l  inondava, ricadde sulla sedia col fazzoletto fra i denti, orribilmente pallida.']
1901-1950;9229;GBorribilmente.csv;Gutenberg; Gerolamo Rovetta;L''idolo;1909.0;1901-1950;prosa letteraria;"['colla voce sempre più bassa, più fioca, più rauca, soffermandosi quasi ad ogni gradino_  si soffoca; si soffoca orribilmente .']"
1901-1950;9234;LLPirandello3.txt;Liber Liber;Luigi Pirandello;I vecchi e i giovani;1909.0;1901-1950;prosa letteraria;"['ma sopra tutto gli occhi, sotto le folte sopracciglia nere, mostravano la rovina di quel volto: le pàlpebre s eran rilassate, una più, l altra meno; e quell occhio più dell altro socchiuso, dallo sguardo lento, velato d intensa angoscia, conferiva a quella faccia spenta l aspetto d una maschera di cera, orribilmente dolorosa.', 'mi sono orribilmente annojata.', 'oh, e allora, più per vendicarsi di lui che della triste e muta sconfidenza del vecchio marito, s era buttata in braccio di corrado selmi, e giù, giù, giù  orribilmente, sì  come un ubriaca, come una pazza aveva sguazzato un anno nello scandalo.', 'sì, e così orribilmente, così orribilmente caduta!', 'non aveva finito di dirlo, che da quella bocca springò fuori, di scatto, qualcosa, orribilmente.']"
1901-1950;9272;GBorribilmente.csv;Gutenberg; Gerolamo Rovetta;L''idolo;1909.0;1901-1950;prosa letteraria;['smania, soffre orribilmente !']
1901-1950;9301;GBorribilmente.csv;Gutenberg; Paolo Mantegazza;L''arte di prender marito;1909.0;1901-1950;prosa letteraria;['emma fosse divenuta una donna, e intanto essa lo era divenuta inconsciamente, e i solitarii martirii la tormentavano orribilmente , senza che la parola e la carezza materna l  aiutassero alla grande iniziazione.']
1901-1950;9303;diacorisCougnet1.txt;DiaCoris;Cougnet / La gazzetta dello sport;Seguendo la corsa;1909.0;1901-1950;stampa;['il poverino può pedalare a stento , perché la riaperta ferita alla gamba   la ferita che egli si produsse alla corsa dell   audax a brescia   lo fa soffrire orribilmente .']
1901-1950;9390;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['notis impallidì orribilmente .']
1901-1950;9393;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['noi siamo suoi amici, ve lo giuro, ed egli punirà orribilmente colui che avrà alzato la mano su di noi.']
1901-1950;9400;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['impallidì orribilmente , chiuse gli occhi e li riaprì che roteavano in un cerchio sanguigno.']
1901-1950;9404;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;"['la faccia dell  almea si alterò orribilmente ; stette per alcuni istanti muta colle mani strette sul cuore.']"
1901-1950;9407;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['lo deformerò così orribilmente che nessuno riconoscerà più nel tuo cadavere l  almea fathma.']
1901-1950;9425;GBspavento.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['maestosa figura, dal portamento ancora fiero, che ruggiva orribilmente scuotendo la villosa giubba.']
1901-1950;9427;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['di venti uomini caddero al suolo, chi colla testa spaccata fino al mento, chi passato da parte a parte dalle lancie, chi orribilmente mutilato, senza gambe o senza braccia.']
1901-1950;9430;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['notis, che le assalì vigorosamente inaffiandole con latte di cammella fermentato nella pelle di una capra, che sapeva orribilmente di muschio.']
1901-1950;9436;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['colle scimitarre in pugno troncavano tutte le mani che cercavano di aggrapparsi al bordo della darnas e spaccavano orribilmente le teste che s  alzavano verso di essi.']
1901-1950;9450;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['apparvero dinanzi e di dietro, a destra e a sinistra, saettando colle loro lunghe lancie i basci bozuk e massacrando orribilmente i disgraziati che feriti o affranti o colpiti dalle insolazioni rimanevano indietro.']
1901-1950;9464;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['impallidì orribilmente e fece un gesto di sorpresa e di spavento.']
1901-1950;9467;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['la vittima orribilmente schiacciata, precipitò inerte al suolo insanguinando le sabbie.']
1901-1950;9470;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['un pallore cadaverico era diffuso sul suo volto orribilmente alterato.']
1901-1950;9473;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['era un vecchio leone, lungo due metri, alto più di uno dalla maestosa figura, dal portamento ancora fiero, che ruggiva orribilmente scuotendo la villosa giubba.']
1901-1950;9474;GBorribilmente.csv;Gutenberg; Emilio Salgari;La favorita del Mahdi;1910.0;1901-1950;prosa letteraria;['il moto del cavallo mi fa orribilmente male.']
1901-1950;9481;GBorribilmente.csv;Gutenberg; Mario Rapisardi;Lucifero;1911.0;1901-1950;prosa letteraria;['qual fulminato arcangelo superbo, orribilmente mugghiava per la torva aere sanguigna un moribondo temporal.']
1901-1950;9483;GBorribilmente.csv;Gutenberg; Giovanni Pascoli;La mirabile visione: Abbozzo d''una storia della Divina Comedia;1911.0;1901-1950;prosa letteraria;"['nova all  apparire dell  angiola, lo spirito de la vita  cominciò a tremar sì fortemente che apparia ne li menimi polsi orribilmente  ;  vn.']"
1901-1950;9501;li1050.txt;CLiGS Ro;Matilde Serao;La mano tagliata;1912.0;1901-1950;prosa letteraria;['e impallidì orribilmente.', 'respingere rosa che le portava notizie dell unico uomo che aveva amato, della persona in cui ella aveva riposte tutte le sue speranze, era stato un atto di suprema volontà, ma il suo cuore ne soffriva orribilmente.', 'mentre sonnecchiava giù nella sua cabina, egli ebbe una strana allucinazione: gli parve di vedersi accanto l infame gobbo dagli occhi verdi, mentre lontano, bianco, si allontanava un fantasma femminile, e di questo volto muliebre egli non arrivava a vedere le linee: egli ne scorgeva solo lo sguardo, uno sguardo infinitamente triste e dolce, e gli pareva che questo fantasma lo salutasse con la mano, perdendosi, con una mano simile a quella tagliata, mentre il gobbo accanto a lui orribilmente sghignazzava.']
1901-1950;9555;GBorribilmente.csv;Gutenberg; Angelo De Gubernatis;Storia comparata degli usi nuziali in Italia e presso gli altri popoli indo-europei: Seconda edizione riveduta e ampliata dall''autore;1912.0;1901-1950;prosa letteraria;"['di favellare; e due fratelli differiranno fra loro tanto che l  uno parrà straniero all  altro; essi saranno fra loro orribilmente discordi e divisi; e pure, se noi, che ci troviamo al di fuori delle loro differenze, li osserviamo senza alcuna']"
1901-1950;9568;li1026.txt;CLiGS Ro;Luciano Zuccoli;La freccia nel fianco;1913.0;1901-1950;prosa letteraria;['è triste, è orribilmente triste!', 'io soffro orribilmente!']
1901-1950;9579;ProsaLett.V.26.Testo.txt;MIDIA;Grazia Deledda;Canne al vento;1913.0;1901-1950;prosa letteraria;"['ed ecco adesso egli aspettava di nuovo; ma giacinto aveva anche lui preso un aspetto mostruoso, come se gli spiriti notturni l avessero portato via nel loro regno misterioso ed egli ritornasse di l orribilmente deformato.']"
1901-1950;9746;GBorribilmente.csv;Gutenberg; Olindo Guerrini;Brandelli;1915.0;1901-1950;prosa letteraria;['tutto gli fa paura, e garibaldi lo spaventa orribilmente .']
1901-1950;9757;GBorribilmente.csv;Gutenberg; Carolina Invernizio;La trovatella di Milano;1915.0;1901-1950;prosa letteraria;['tremava orribilmente e stringendosi colle mani la fronte.']
