;;doc;source;author;title;year;period;text_type;sentence
1851-1900;8435;GBterribilmente.csv;Gutenberg; Niccolò Tommaseo;Il segreto dei fatti palesi seguiti nel 1859;1873.0;1851-1900;prosa letteraria;['qui la risposta è terribilmente facile e pronta: può perchè può.']
1851-1900;8437;GBterribilmente.csv;Gutenberg; Niccolò Tommaseo;Il segreto dei fatti palesi seguiti nel 1859;1873.0;1851-1900;prosa letteraria;['la soluzione da taluni proposta concilia molte contrarietà, che la guerra non potrebbe se non più terribilmente aggravare.']
1851-1900;8440;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;"['; quell  intimazione del termine perentorio di tre dì, cui a tutta prima non aveva posto mente, ora le sconvolse l  animo terribilmente , ora che, misurate le distanze gli parve essere difficile che in tre giorni, senza una gran sollecitudine, il']"
1851-1900;8442;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['e di congiungerla al palavicino, tanto la prima che questa volta fece nascere in lei delle vaghe speranze, ella era così terribilmente oppressa, così insopportabile era la ragione di sua vita, che non le parea vero non volesse iddio prepararle un']
1851-1900;8444;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['il lautrec era terribilmente abbattuto.']
1851-1900;8445;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;"['ogni gioconda esaltazione era in lei cessata; le parole di manfredo la percossero terribilmente , quantunque non le potesse comprendere.']"
1851-1900;8446;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['a un miglio dalle mura, pensò bene di liberarnelo, ma ebbe a sgomentarsi terribilmente , vedendo ch  esso era livido e non dava parole.']
1851-1900;8447;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;['odioso, che ad arrovesciargli l  animo non v  era cosa più pronta che nominargli quel ma l  anno      fu per lui ben più terribilmente memorabile.']
1851-1900;8448;GBterribilmente.csv;Gutenberg; Giuseppe Rovani;Manfredo Palavicino, o, I Francesi e gli Sforzeschi: Storia Italiana;1873.0;1851-1900;prosa letteraria;"['le nozze imminenti le richiamavano le prime, poi le seconde che s  erano tanto terribilmente interrotte; gl  insistenti rimorsi, come da lontano, facevano sentire la loro voce; il timore del lautrec tornava a']"
1851-1900;8449;GBterribilmente.csv;Gutenberg; Emilio Praga;Memorie del Presbiterio: Scene di Provincia;1874.0;1851-1900;prosa letteraria;['e quello del medico, corrucciato prima terribilmente , poscia d  un subito rassegnato:  pur troppo!']
1851-1900;8453;LLGhislanzoni11.txt;Liber Liber;Antonio Ghislanzoni;Racconti politici;1876.0;1851-1900;prosa letteraria;"['poich tutto vuoi sapere, ti dir tutto; e giudicherai se la mia posizione non sia terribilmente dolorosa, se io non m abbia ragione d essere stanco della vita!']"
1851-1900;8464;LLSerao1.txt;Liber Liber;Matilde Serao;Leggende napoletane;1881.0;1851-1900;prosa letteraria;['infelicissimo, terribilmente doloroso il primo.']
1851-1900;8471;GBterribilmente.csv;Gutenberg; Ambrogio Bazzero;Ugo: Scene del secolo X;1881.0;1851-1900;prosa letteraria;['lo squassa terribilmente .']
1851-1900;8472;GBterribilmente.csv;Gutenberg; Ambrogio Bazzero;Ugo: Scene del secolo X;1881.0;1851-1900;prosa letteraria;['imprecò terribilmente ugo.']
1851-1900;8473;GBterribilmente.csv;Gutenberg; Primo Uccellini;Memorie di un vecchio carbonaro ravegnano;1881.0;1851-1900;prosa letteraria;['ma si scosse terribilmente quando poté avere un punto d  appoggio sullo straniero, come vedremo in seguito.']
1851-1900;8474;GBterribilmente.csv;Gutenberg; Primo Uccellini;Memorie di un vecchio carbonaro ravegnano;1881.0;1851-1900;prosa letteraria;['cercando di ridurmi a mente gli oggetti che contenevano le carte sequestrate, fui terribilmente addolorato quando mi sovvenne che in roma nel     , quando successero gli sconvolgimenti di vienna, io d  accordo con']
1851-1900;8476;GBterribilmente.csv;Gutenberg; Primo Uccellini;Memorie di un vecchio carbonaro ravegnano;1881.0;1851-1900;prosa letteraria;['credevasi, era sulle mosse per ritornarsene a roma, quando un fatto per sé stesso non grave cambiò d  improvviso e terribilmente la condizione delle cose.']
1851-1900;8479;GBterribilmente.csv;Gutenberg; Giuseppe Garibaldi;Clelia: Il governo dei preti - Romanzo storico politico;1881.0;1851-1900;prosa letteraria;"['né qui è tutto  continuò il vecchio corrugando terribilmente la fronte;  quel demonio trasse fuori di tasca una funicella e colla fredda e spietata tranquillità del carnefice che']"
1851-1900;8484;diacorisPraga1.txt;DiaCoris;Emilio Praga;Memorie del presbiterio. Scene di provincia;1881.0;1851-1900;prosa letteraria;['e quello del medico , corrucciato prima terribilmente , poscia d   un subito rassegnato :   pur troppo !']
1851-1900;8488;GBterribilmente.csv;Gutenberg; Alberto Mario;La camicia rossa: Episodi - Terza edizione riveduta e corretta;1882.0;1851-1900;prosa letteraria;['e udii storie pietose di domestici lutti incredibili e ignorati, perchè la mano di ferdinando ii arrivava terribilmente ove l  occhio sempre non arrivava.']
1851-1900;8492;ITBI1623.txt;ELTeC;Boito Camillo;Senso;1883.0;1851-1900;prosa letteraria;"['la lettera mi lasciò sconcertata e disgustata, così mi parve volgare; ma poi, nel tornarvi su, a poco a poco mi persuasi che il tono in cui era scritta fosse affettatamente leggiero e gaio, e che l amante avesse fatto un crudele, ma nobilissimo sforzo nel contenere l impeto del suo cuore, tanto per non gettare nuova esca nella mia passione, che era già un incendio, e per quietarmi un poco l animo, ch egli sapeva terribilmente ansioso.']"
1851-1900;8495;BibItBoito1.txt;BibIt;Camillo Boito;Senso. Nuove storielle vane;1883.0;1851-1900;prosa letteraria;"['il prete pigliò la lettera, la guardò; le dita gli bruciavano, le mani gli tremavano; una visione terribilmente allettevole di donna mezza nuda gli passò nella fantasia, e gli parve di udire nelle orecchie l eco seducente e paurosa di una voce che bisbigliasse: datemi il vostro amore, don giuseppe, il vostro amore!', 'è l angelo buono   mormorò, e questo pensiero gli richiamò nella fantasia con la rapidità del fulmine l angelo cattivo, il demonio terribilmente bello: allora, scoperto dal drappo verde sdruscito il volto sanguinoso del cristo che teneva sotto l ascella, gli impresse un bacio disperato, come se invocasse da quel legno la propria salvezza.', 'la lettera mi lasciò sconcertata e disgustata, così mi parve volgare; ma poi, nel tornarvi su, a poco a poco mi persuasi che il tono in cui era scritta fosse affettatamente leggiero e gaio, e che l amante avesse fatto un crudele, ma nobilissimo sforzo nel contenere l impeto del suo cuore, tanto per non gettare nuova esca nella mia passione, che era già un incendio, e per quietarmi un poco l animo, ch egli sapeva terribilmente ansioso.']"
1851-1900;8496;diacorisMemini1.txt;DiaCoris;Memini;Mia;1884.0;1851-1900;prosa letteraria;"['alla sera di quel giorno memorabile , il signor damelli , terribilmente imbrogliato e coll   aria d   un cane che ha lasciata scappar la lepre , si presentò al cospetto del signor duca .', 'ora , la semplicità nella donna , era cosa affatto nuova per giuliano ; egli la confondeva facilmente colla povertà e mentre trovava che l   amore d   una cara e ingenua donnina era pur qualcosa di terribilmente elementare , non gli veniva mai la voglia o la curiosità di studiare le profondità possibili e i probabili congegni di questo sentimento elementare .', 'milla era terribilmente impacciata nella sua lunghissima gonnella di amazzone , e non sapeva raccapezzarsi in nulla .']"
1851-1900;8507;LLCollodi3.txt;Liber Liber;Carlo Collodi;Storie allegre;1885.0;1851-1900;prosa letteraria;['aveva in piedi le sue scarpettine scollate e portava la testa ritta e impalata, perch il fazzoletto da collo, moltissimo inamidato, gli segava terribilmente la gola.']
1851-1900;8509;GBterribilmente.csv;Gutenberg; Caterina Percoto;Racconti;1886.0;1851-1900;prosa letteraria;"['la sola religione potè indurre questa a non negarle soccorso; ma era uno sforzo di virtù, a cui il cuore terribilmente ripugnava, e il beneficio stesso, fatto senza affetto, senza nessuna compassione, diveniva tanto amaro, che pareva']"
1851-1900;8510;GBterribilmente.csv;Gutenberg; Caterina Percoto;Racconti;1886.0;1851-1900;prosa letteraria;['nella sua camera, quelle robe di lei le stavano lì negli occhi come un vivente rimorso, e le facevano passare le notti terribilmente insonni.']
1851-1900;8511;LLChelli2.txt;Liber Liber;Gaetano Carlo Chelli;Fabia;1886.0;1851-1900;prosa letteraria;['certo, la era terribilmente pallida ed il solo vederla avrebbe provato come il suo cuore fosse ormai familiare ad ogni maniera di affanno.']
1851-1900;8515;Teatro.V.28.Testo.txt;MIDIA;Arrigo Boito;Otello;1887.0;1851-1900;teatro;['otello  ergendosi e rivolto alla folla, terribilmente   fuggite!']
1851-1900;8522;diacorisVerdinois1.txt;DiaCoris;Federigo Verdinois (traduttore) / C. Dickens;Canticvo di Natale;1888.0;1851-1900;prosa letteraria;['anzi il nostro scrooge , che per verità il triste evento non aveva fatto terribilmente spasimare , si mostrò sottile uomo d   affari il giorno stesso dei funerali e lo solennizzò con un negozio co   fiocchi .', 'udendo queste parole , lo spettro mise un altro strido e così terribilmente fece suonar la catena nel silenzio della notte , che la guardia avrebbe avuto ragione di multarlo come disturbatore notturno .', 'indietreggiò dal terrore , perché la scena era mutata ed ei toccava quasi un letto , un letto nudo , senza cortinaggio , sul quale , sotto un lenzuolo sdrucito , giaceva qualche cosa d   avviluppato , il cui silenzio stesso parlava terribilmente .']
1851-1900;8530;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['io era terribilmente triste.']
1851-1900;8534;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['ma la corda penetrava nella carne ai polsi e martorizzava terribilmente le cavicchie.']
1851-1900;8535;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['dopo aver terribilmente chiusi i denti fino a smussarli, egli aperse la bocca come un antro.']
1851-1900;8536;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I suicidi di Parigi;1889.0;1851-1900;prosa letteraria;['sergio la seguì degli occhi, aggrottando terribilmente le sopracciglia, e sclamò lentamente:   se avessi potuto dubitare ancora, questa parola sarebbe bastata per']
1851-1900;8537;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Re prega: Romanzo;1889.0;1851-1900;prosa letteraria;['essi non ignoravano i rumori che correvano sull  assassinio della contessa, gli ordini di francesco iv sì terribilmente motivati.']
1851-1900;8538;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. II;1889.0;1851-1900;prosa letteraria;['diede in un grido ed accompagnata dai vicini che le facevano visita, si avanzò verso il rabbì che mi parve terribilmente preoccupato.']
1851-1900;8542;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['incontravo sui margini delle strade dei gruppi di giovani, che ritornavano dall  esercito, laceri, dimagriti, terribilmente consumati dalla febbre, tremanti sotto un sole pesante, denso, giallastro, che divorava tutto ciò che toccava,']
1851-1900;8543;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['arrivavano dunque terribilmente affamati ed esasperati da un digiuno di due mesi.']
1851-1900;8548;diacorisCapuana1.txt;DiaCoris;Luigi Capuana;Giacinta;1889.0;1851-1900;prosa letteraria;['la sua fanciullezza abbandonata le si aggravava sul cuore terribilmente , coi piú vivi particolari , rimescolandola tutta .', 'lottava dentro di sé , terribilmente .', 'e mentre la gentile figura d   elvira gli sorrideva pietosamente nella fantasia , come una bella visione inondata di mite luce argentea , ecco l   altra , quella di giacinta , che gli si piantava di faccia , muta , senza un gesto , terribilmente irta di rimproveri     che colpa n   aveva lui ?']
1851-1900;8549;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. I;1889.0;1851-1900;prosa letteraria;['alzando il capo, vidi nel vano della porta pilato in piedi, gli occhi fissi e divaricati, terribilmente pallido, immobile.']
1851-1900;8550;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Memorie di Giuda, vol. I;1889.0;1851-1900;prosa letteraria;['quando il suo liberto spagnuolo venne ad annunziargli che sua moglie toccava le mura di gerusalemme, pilato era terribilmente occupato.']
1851-1900;8552;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['eravamo scossi terribilmente .']
1851-1900;8554;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;I moribondi del Palazzo Carignano;1889.0;1851-1900;prosa letteraria;['il suo naso terribilmente rosso  diventava un carbone infiammato per beatitudine.']
1851-1900;8555;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Il Concilio;1889.0;1851-1900;prosa letteraria;['essi erano già stati terribilmente trattati al concilio di reims       , in cui s. bernardo, divinamente feroce, aveva fatto condannare gilberto de la']
1851-1900;8557;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;[', a sua volta, anch  essa in furore, si metteva in moto di un sol pezzo, di un sol tratto, brontolava sordamente e poi terribilmente , si screpolava, si fiaccava, e delle montagne, sollevate dalle onde, portate sul loro dorso, solcavano lo spazio,']
1851-1900;8559;GBterribilmente.csv;Gutenberg; Ferdinando Petruccelli della Gattina;Le notti degli emigrati a Londra;1889.0;1851-1900;prosa letteraria;['lì, una siepe spessa, terribilmente irta di ronchi, mi concesse un ricovero.']
1851-1900;8564;li1442.txt;CLiGS Ro;Ferdinando Petruccelli della Gattina;Il sorbetto della regina;1890.0;1851-1900;prosa letteraria;['il cronometro del sergente è terribilmente in ritardo.']
1851-1900;8565;GBterribilmente.csv;Gutenberg; Ferdinand Gregorovius;Passeggiate per l''Italia, vol. 2;1890.0;1851-1900;prosa letteraria;['di cose durò fino all  anno     , nel quale gli abati, sino allora arbitri della forza e giurisdizione feudale, e di essa terribilmente armati, perdettero anche questo diritto.']
1851-1900;8585;GBterribilmente.csv;Gutenberg; Antonio Ghislanzoni;AbrakadabraL Storia dell''avvenire;1892.0;1851-1900;prosa letteraria;['quell  uomo era il nembo che si condensa per esplodere terribilmente .']
1851-1900;8587;GBterribilmente.csv;Gutenberg; Antonio Ghislanzoni;Racconti politici;1892.0;1851-1900;prosa letteraria;"['poichè tutto vuoi sapere, ti dirò tutto; e giudicherai se la mia posizione non sia terribilmente dolorosa, se io non m  abbia ragione d  essere stanco della vita!']"
1851-1900;8589;BibItArdigo1.txt;BibIt;Roberto Ardigò;La morale dei positivisti;1892.0;1851-1900;espositivo;"['e così è tolta via anche l obiezione terribilmente speciosa, mossa contro il positivismo dai metafisici; i quali argomentano dal principio, che all atto morale è essenziale il carattere della responsabilità.']"
1851-1900;8594;GBterribilmente.csv;Gutenberg; Antonio Ghislanzoni;Libro segreto;1892.0;1851-1900;prosa letteraria;['la leonessa ferita ruggì terribilmente , e tutta l  assemblea mascolina n  ebbe terrore.']
1851-1900;8595;GBterribilmente.csv;Gutenberg; Michele Lessona;Carlo Darwin;1893.0;1851-1900;prosa letteraria;['la giornata, dice egli, era terribilmente calda, e nello attraversare i boschi ogni cosa era immobile, tranne le grandi e splendide farfalle che svolazzavano']
1851-1900;8598;GBterribilmente.csv;Gutenberg; Cesare Cantù;Gli eretici d''Italia, vol. II;1894.0;1851-1900;prosa letteraria;['de medici, deplorando le vittorie de   turchi, la perdita dell  ungheria, i pericoli d  italia e francia quando terribilmente armavansi quei nemici, intanto che i cristiani compiaceansi della ruina uno dell  altro.']
1851-1900;8608;GBterribilmente.csv;Gutenberg; Heinrich von Treitschke;La Francia dal primo impero al 1871. Volume 1;1895.0;1851-1900;prosa letteraria;"['la furia della guerra, cantata nella georgica di virgilio in modo così terribilmente bello, imperversò ancora sulla terra dopo la morte di cesare; poi il tempio di giano chiuse le porte per molto tempo.']"
1851-1900;8611;GBterribilmente.csv;Gutenberg; Heinrich von Treitschke;La Francia dal primo impero al 1871. Volume 2;1895.0;1851-1900;prosa letteraria;['era riserbato al bonapartismo di oscurare tutti i predecessori, e di illustrare così terribilmente alla democrazia l  effetto a due tagli del suffragio universale, che il ministro repubblicano carnot dovè confessare']
1851-1900;8616;GBterribilmente.csv;Gutenberg; Heinrich von Treitschke;La Francia dal primo impero al 1871. Volume 2;1895.0;1851-1900;prosa letteraria;['più risibile della storia francese, a spazzare adunque gli ultimi rottami del secondo impero: sotto i nostri occhi si è terribilmente adempiuta la parola ammonitrice, che francesi di alto animo avevano da anni rivolta ai propri compatrioti: la francia']
1851-1900;8617;GBterribilmente.csv;Gutenberg; Lewis Carroll;Le avventure d''Alice nel paese delle meraviglie;1897.0;1851-1900;prosa letteraria;['terribilmente feroce!']
1851-1900;8619;it0156.txt;CLiGS Ku;Luigi Capuana;Confessione;1897.0;1851-1900;prosa letteraria;['quando però le vedeva piangere e terribilmente soffrire per le ansietà di un pericolo che le teneva sospese tra la vita e la morte e poteva produrre, tutt a un tratto, una terribile catastrofe da coinvolgere nella rovina parecchie persone   marito, figli, parenti   allora non poteva più ostinarsi a non credere.']
1851-1900;8642;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La carità del prossimo;1899.0;1851-1900;prosa letteraria;['la afferrò alle braccia, le serrò i polsi e scuotendola senza un riguardo, ruggì, accostando a quello di lei il suo volto terribilmente impresso dall  ira:   sciagurata!']
1851-1900;8643;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La testa della vipera;1899.0;1851-1900;prosa letteraria;['urlò terribilmente , o ch  io non mi trattengo più, e lo schiaccio come un verme.']
1851-1900;8644;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La testa della vipera;1899.0;1851-1900;prosa letteraria;['ma egli era terribilmente , dolorosamente geloso di quanti accostassero la ragazza e paressero non tornarle sgraditi.']
1851-1900;8645;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La carità del prossimo;1899.0;1851-1900;prosa letteraria;"['era sì terribilmente turbato che lisa comprese di botto una suprema sciagura essere avvenuta; venne innanzi al padre bianca più che']"
1851-1900;8646;GBterribilmente.csv;Gutenberg; Vittorio Bersezio;La plebe, parte IV;1899.0;1851-1900;prosa letteraria;"['in quella entrava il vecchio rigattiere ebreo, la faccia terribilmente sconvolta; stampata entro la mente l  immagine del volto di sua figlia annegata che aveva visto poc  anzi.']"
1851-1900;8647;GBterribilmente.csv;Gutenberg; Elia Benamozegh;Storia degli Esseni: Lezioni;1899.0;1851-1900;prosa letteraria;"['un testo, sul proprio cuore dei giuranti come legge un altro; e dopo aver tutte in un fascio strette le mani ai discepoli, terribilmente prorompe con quella spaventosa imprecazione con cui i leviti sulla montagna di ebal dovevano la vendetta di dio']"
1851-1900;8648;GBterribilmente.csv;Gutenberg; Elia Benamozegh;Storia degli Esseni: Lezioni;1899.0;1851-1900;prosa letteraria;['alla generosa apologia tace r. iosè, ma simone favella, anzi simone rugge, simone tuona e come terribilmente !']
1901-1950;8678;GBterribilmente.csv;Gutenberg; Gaetano Negri;L''Imperatore Giuliano l''Apostata: studio storico;1901.0;1901-1950;prosa letteraria;[', sebbene inclinasse ai monarchiani, trovò una formola di conciliazione che non accontentò i partiti rivali, ma che, terribilmente oscura e tutta composta di frasi contradditorie, pose il mistero e l  incomprensibile come elementi essenziali della']
1901-1950;8687;GBterribilmente.csv;Gutenberg; Gaetano Negri;L''Imperatore Giuliano l''Apostata: studio storico;1901.0;1901-1950;prosa letteraria;['suo fondatore, era la pura espressione di un sentimento morale, l  aspirazione ad un ideale di giustizia, una protesta terribilmente eloquente nella sua mitezza contro le iniquità del mondo.']
1901-1950;8689;GBterribilmente.csv;Gutenberg; Gaetano Negri;L''Imperatore Giuliano l''Apostata: studio storico;1901.0;1901-1950;prosa letteraria;['ma come è drammatico ed interessante l  incontro, nella scuola di atene, di questi due giovani, destinati a diventare terribilmente nemici l  uno dell  altro, e che già si spiavano a vicenda con quell  acume che dà l  odio istintivo.']
1901-1950;8700;Personali.V.12.Testo.txt;MIDIA;Guido Gozzano / Amalia Guglielminetti;Lettere d’amore;1903.0;1901-1950;personale;['approvo anchio, per quanto una colazione fatta insieme renda terribilmente borghese linizio di unamicizia come la nostra.']
1901-1950;8734;LLPirandello2.txt;Liber Liber;Luigi Pirandello;Il fu Mattia Pascal;1904.0;1901-1950;prosa letteraria;['oreste rimarrebbe terribilmente sconcertato da quel buco nel cielo.']
1901-1950;8826;GBterribilmente.csv;Gutenberg; Luigi Arnaldo Vassallo;Ciarle e macchiette;1905.0;1901-1950;prosa letteraria;['a un tratto, la contessa si fece terribilmente pallida.']
1901-1950;8827;GBterribilmente.csv;Gutenberg; Luigi Arnaldo Vassallo;Ciarle e macchiette;1905.0;1901-1950;prosa letteraria;['i capricci, sopra le tendine, sono di forma indescrivibile, e fanno terribilmente a pugni con tutto il resto.']
1901-1950;8832;GBterribilmente.csv;Gutenberg; Giuseppe Giacosa;Novelle e paesi valdostani;1905.0;1901-1950;prosa letteraria;['aggrappati a sporgenze rocciose quasi impercettibili, sospesi a mezza costa con un abisso sul capo ed uno ai piedi, terribilmente pittoreschi, dei quali l  estate nasconde il miserrimo aspetto e l  inverno rivela l  esistenza sempre pericolante.']
1901-1950;8880;GBterribilmente.csv;Gutenberg; Edmondo De Amicis;Alle porte d''Italia;1907.0;1901-1950;prosa letteraria;['ma doveva essere terribilmente tragica la condizione del forte negli ultimi giorni, quando già erano stati costretti a levar via la più parte dei']
1901-1950;9019;LLSalgari1.txt;Liber Liber;Emilio Salgari;Alla conquista di un impero;1907.0;1901-1950;prosa letteraria;['con un impeto irresistibile sandokan s era gettato in mezzo alle file sciabolandole terribilmente e scompaginandole.']
1901-1950;9027;GBterribilmente.csv;Gutenberg; Edmondo De Amicis;Marocco;1907.0;1901-1950;prosa letteraria;['cavalieri, condotti dal vecchio abu ben gileli, il caid delle cinquanta bastonate, il quale mi lancia uno sguardo terribilmente espressivo rasente la schiena.']
1901-1950;9042;GBterribilmente.csv;Gutenberg; Edmondo De Amicis;Alle porte d''Italia;1907.0;1901-1950;prosa letteraria;['ma la signorina lo rimbeccava terribilmente .']
1901-1950;9043;GBterribilmente.csv;Gutenberg; Edmondo De Amicis;Alle porte d''Italia;1907.0;1901-1950;prosa letteraria;"['si servivano anche terribilmente delle pietre, facendole franare dai monti; pochi uomini robusti, appoggiando le spalle e i gomiti alla roccia, e']"
1901-1950;9060;GBterribilmente.csv;Gutenberg; Anton Giulio Barrili;I rossi e i neri, vol. 2;1907.0;1901-1950;prosa letteraria;"['è stata una colpa; ma l  ho espiata con lunghi dolori; la espio terribilmente adesso, nella vergogna che mi assale e mi ricopre davanti a voi.']"
1901-1950;9088;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['e il suo pensiero tornava a loris, terribilmente bello in quella caverna, quando le aveva gettato addosso topine, e più terribilmente cattivo dopo con quel sorriso di']
1901-1950;9094;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['e il suo pensiero tornava a loris, terribilmente bello in quella caverna, quando le aveva gettato addosso topine, e più terribilmente cattivo dopo con quel sorriso di scherno.']
1901-1950;9161;GBterribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 1 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['la propria parte di signore, parve giganteggiare fra le massime figure del tempo, tra i visconti e gli scaligeri, così terribilmente trionfanti nella storica realtà.']
1901-1950;9170;GBterribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 1 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['l  antica italia dei guelfi e dei ghibellini, così inesaustamente e terribilmente guerriera, non era certo riconoscibile in questa ultima italia di cavalieri serventi e di eserciti inservibili, ove']
1901-1950;9172;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['già a pietroburgo, ripresa dal bisogno di vivere e di brillare dopo quella lunga solitudine nel castello, ove si era terribilmente annoiata.']
1901-1950;9176;GBterribilmente.csv;Gutenberg; Alfredo Oriani;"La lotta politica in Italia, Volume 2 (of 3): Origini della lotta attuale (476-1887); Quinta edizione";1908.0;1901-1950;prosa letteraria;['finalmente dietro l  austria stava l  europa monarchica vigile ed ostile ad ogni mena di rivoluzione, terribilmente armata e pronta a qualunque eccesso.']
1901-1950;9178;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;"['egli vedeva sempre il principe, ritto colla faccia gialla di malato terribilmente immobile, girare uno sguardo su tutti quegli invitati contandoli; quanti erano?']"
1901-1950;9189;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;"['il suo volto era terribilmente livido; ella balzò in piedi arretrando e questo atto la tradì.']"
1901-1950;9191;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;['loris rosso, grondante di sudore, colla lanterna, che gli riverberava sul volto, le parve terribilmente sinistro.']
1901-1950;9192;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Fino a Dogali;1908.0;1901-1950;prosa letteraria;['la figura del suo principe terribilmente sinistra, impassibile e serena, ha sulla fronte i vapori luminosi di un sogno  costituire uno stato nazionale,']
1901-1950;9198;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;"['mai un collo, nè due spalle più voluttuose, ma il seno abilmente impicciolito dal velo aveva ancora un  ampiezza terribilmente lasciva; ma la statura, il portamento, l  imperiale maestà del volto appena appena commosso la facevano un tipo']"
1901-1950;9199;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. I;1908.0;1901-1950;prosa letteraria;['loris salvo, ella sarebbe morta per lui, terribilmente bella nella gloria di quell  attentato non riuscito, e nel silenzio sui propri complici, su lui, che la vendicherebbe.']
1901-1950;9200;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;['la ho vista nuda e la sua nudità era allora terribilmente lasciva.']
1901-1950;9204;GBa_randomsample.csv;Gutenberg; Alfredo Oriani;Al di là: romanzo;1908.0;1901-1950;prosa letteraria;"['stavano sempre nella stessa attitudine, mimy sulle ginocchia di elisa, entrambe con un braccio intorno alla cintura: quella vestita di nero colla luce dell  ebbrezza nel volto ancora macilento dalle passioni della notte e, in tale contrasto, stupendo; questa chiusa in una ricca vesta da camera bruna a bruni ricami, pallida, mal pettinata, con un cerchio turchino sotto gli occhi così terribilmente più vivi.']"
1901-1950;9207;GBterribilmente.csv;Gutenberg; Alfredo Oriani;Il Nemico, vol. II;1908.0;1901-1950;prosa letteraria;['loris ordinò a topine di andare innanzi, e rimase in faccia a tutti, guardandoli così terribilmente che non osarono attaccarlo.']
