;doc;source;author;title;year;period;text_type;sentence;collocation;translation;use
47255;diacorisBoncinelli1.txt;DiaCoris;Edoardo Boncinelli / Liberal;Viva l'homo faber;2001.0;2001-2021;stampa;['quello che è aumentato spaventosamente è il numero degli esseri umani che ogni giorno chiedono al pianeta di soddisfare i loro bisogni e le loro necessità .'];aumentare spaventosamente;;
47984;IWspaventosamente.csv;itWaC;http://immaginazione.splinder.com/archive/2003-10;http://immaginazione.splinder.com/archive/2003-10;2006.0;2001-2021;web;[': nel momento in cui qualcuno ci ascolta dal video, ha verso di noi un rapporto da inferiore a superiore, che è un rapporto spaventosamente antidemocratico.'];spaventosamente antidemocratico;;
48015;IWspaventosamente.csv;itWaC;http://gamescenter.m4d.it/recensione.php?id_r=59&pl=X-Box;http://gamescenter.m4d.it/recensione.php?id_r=59&pl=X-Box;2006.0;2001-2021;web;['il gioco è spaventosamente arcade   vecchio stile   e benché risulti piuttosto giocabile e godibile, non è scevro dei difetti comuni a molte'];spaventosamente vecchio;;
48051;IWspaventosamente.csv;itWaC;http://www.cronologia.it/storia/mondiale/cina004.htm;http://www.cronologia.it/storia/mondiale/cina004.htm;2006.0;2001-2021;web;['agricola cinese è praticamente paralizzata, in quanto i due terzi dei più fertili territori della cina sono stati spaventosamente danneggiati dalla guerra.'];spaventosamente danneggiato;;
48062;IWspaventosamente.csv;itWaC;http://www.campaniasuweb.it/archivio/numero46/editoriale.html;http://www.campaniasuweb.it/archivio/numero46/editoriale.html;2006.0;2001-2021;web;"['e sufficiente; inoltre si è stimato che c   è gente che ha a disposizione solo   litri di acqua a testa al giorno, media spaventosamente al di sotto del limite minimo di questo bene stabilito dall   onu     litri giornalieri pro capite .']";mediare spaventosamente;;
48066;IWspaventosamente.csv;itWaC;http://www.giornaledibrescia.it/giornale/2000/09/05/01,PRIMA/TCHIARAGI.html;http://www.giornaledibrescia.it/giornale/2000/09/05/01,PRIMA/TCHIARAGI.html;2006.0;2001-2021;web;['molto coraggio, perché è proprio il concetto di cultura generale che è cambiato e va cambiando in maniera radicale e spaventosamente rapida.'];spaventosamente rapido;;
48082;IWspaventosamente.csv;itWaC;http://www.educational.rai.it/railibro/stampa.asp?tb=2&id=385;http://www.educational.rai.it/railibro/stampa.asp?tb=2&id=385;2006.0;2001-2021;web;['di un rappresentante di articoli sanitari   finisce col risultare non soltanto plausibile, ma intensamente reale, spaventosamente toccante.'];spaventosamente toccante;;
48097;IWspaventosamente.csv;itWaC;http://www.cronologia.it/storia/a1915q.htm;http://www.cronologia.it/storia/a1915q.htm;2006.0;2001-2021;web;['del brodo e del latte, invece di risollevarli diventavano micidiali e letali, cosicchè il numero dei morti aumentò spaventosamente .'];aumentare spaventosamente;;
48106;IWspaventosamente.csv;itWaC;http://old.dsonline.it/vienuove/dettaglio.asp?id_doc=2561;http://old.dsonline.it/vienuove/dettaglio.asp?id_doc=2561;2006.0;2001-2021;web;['la luce viaggia nel vuoto ad una velocità spaventosamente alta:    .'];spaventosamente alto;;
48147;IWspaventosamente.csv;itWaC;http://www.ewriters.it/stampa.asp?Racconto=F108.txt;http://www.ewriters.it/stampa.asp?Racconto=F108.txt;2006.0;2001-2021;web;['ora cammino lungo i corridoi, giuni ancheggia spaventosamente .'];ancheggiare spaventosamente;;
48159;IWspaventosamente.csv;itWaC;http://www.albertomelis.it/salgaririvincita3.htm;http://www.albertomelis.it/salgaririvincita3.htm;2006.0;2001-2021;web;['tutte le misure per rendere il campo inaccessibile, almeno per parecchie ore.  i tre elefanti, che barrivano sempre piú spaventosamente , e che ormai erano destinati a morire per mancanza di nutrimento, erano stati condotti, con grandi fatiche, dai cornac'];barrivare spaventosamente;;
48171;IWspaventosamente.csv;itWaC;http://www.totustuus.it/modules.php?name=Forums&file=viewtopic&t=2421&sid=e7564fa18b999b75e94f7a8e09408031;http://www.totustuus.it/modules.php?name=Forums&file=viewtopic&t=2421&sid=e7564fa18b999b75e94f7a8e09408031;2006.0;2001-2021;web;['è un luogo di grandi tormenti per tutta la sua estensione spaventosamente grande.'];spaventosamente grande;;
48172;IWspaventosamente.csv;itWaC;http://www.internetbookshop.it/ser/serdsp.asp?shop=851&c=RNO71ZKTW94QX;http://www.internetbookshop.it/ser/serdsp.asp?shop=851&c=RNO71ZKTW94QX;2006.0;2001-2021;web;['il mio personaggio preferito  dopo frodo  è sam, è così dolce ma anche spaventosamente coraggioso !'];spaventosamente coraggioso;;
48189;IWspaventosamente.csv;itWaC;http://www.bta.it/txt/a0/02/bta00242.html;http://www.bta.it/txt/a0/02/bta00242.html;2006.0;2001-2021;web;['l   uomo si annoia spaventosamente .'];annoiarsi spaventosamente;;
48193;IWspaventosamente.csv;itWaC;http://www.accomazzi.it/TfaqI1327.html;http://www.accomazzi.it/TfaqI1327.html;2006.0;2001-2021;web;['il powerpc del      era spaventosamente più veloce del motorola       che lo precedeva, eppure per anni i power macintosh si dimostrarono significativamente'];spaventosamente veloce;;
48270;IWspaventosamente.csv;itWaC;http://www.caritasroma.it/settori/sepm/MessaggiPacePapa/1977.asp;http://www.caritasroma.it/settori/sepm/MessaggiPacePapa/1977.asp;2006.0;2001-2021;web;['hiroshima è documento terribilmente eloquente e paradigma spaventosamente profetico a questo riguardo.'];spaventosamente profetico;;
48806;IWspaventosamente.csv;itWaC;http://www.alfonsomartone.itb.it/mlgirv.html;http://www.alfonsomartone.itb.it/mlgirv.html;2006.0;2001-2021;web;"['pagine dedicate alla programmazione di suddetta scheda: mezza, scarna, ed in tedesco antico;    un listato, spaventosamente incompleto, di un programma di carico e scarico dati dall   host, che ovviamente usava proprio le funzioni di cui io non']";spaventosamente incompleto;;
48844;IWspaventosamente.csv;itWaC;http://zoro.blog.excite.it/permalink/77823;http://zoro.blog.excite.it/permalink/77823;2006.0;2001-2021;web;['e movenze il mitico antonio inoki, la performance del jeeg di monterotondo si risolve in una serie di corsette sul posto spaventosamente simili a quelle dei pupazzetti in   d del supermoviolone di biscardi.'];spaventosamente simile;;
48848;IWspaventosamente.csv;itWaC;http://filmup.leonardo.it/opinioni/op.php?uid=2248&pag=2&ord=4;http://filmup.leonardo.it/opinioni/op.php?uid=2248&pag=2&ord=4;2006.0;2001-2021;web;['e clint ce lo regala così, con una regia pulita, asciutta, spaventosamente perfetta senza mai lasciarsi andare a sciocchi virtuosismi ma facendo tutto in funzione della trama.'];spaventosamente perfetto;;
48849;IWspaventosamente.csv;itWaC;http://www.quaderniradicali.it/news/n69-03.htm;http://www.quaderniradicali.it/news/n69-03.htm;2006.0;2001-2021;web;['ero spaventosamente gonfio  .'];spaventosamente gonfio;;
48861;IWspaventosamente.csv;itWaC;http://web.tiscali.it/ripaniemanuele/fiume.htm;http://web.tiscali.it/ripaniemanuele/fiume.htm;2006.0;2001-2021;web;['fronteggiando l   attacco contro il suo amico d   annunzio, scrive sulle colonne del popolo d   italia:   il suo discorso è spaventosamente vile.'];spaventosamente vile;;
48862;IWspaventosamente.csv;itWaC;http://www.festivaldelleletterature.it/edito.asp?lang=en&testo=73;http://www.festivaldelleletterature.it/edito.asp?lang=en&testo=73;2006.0;2001-2021;web;['il suo profilo era spaventosamente affilato, ma ancora bello.'];spaventosamente affilato;;
48888;IWspaventosamente.csv;itWaC;http://www.abbadiani.it/italiano/dossiers/Wanderer/Cronaca98.html;http://www.abbadiani.it/italiano/dossiers/Wanderer/Cronaca98.html;2006.0;2001-2021;web;"['soltanto, di tanto in tanto, esso si oscura e diventa spaventosamente spettrale; non è però il cielo che si turba; esso in realtà continua a brillare di un eterno azzurro.']";spaventosamente spettrale;;
48896;IWspaventosamente.csv;itWaC;http://blog.libero.it/morfeo/;http://blog.libero.it/morfeo/;2006.0;2001-2021;web;"['il sole, gli alberi e il mondo intero sono cose spaventosamente belle; e la libertà è la cosa più importante della vita  .']";spaventosamente bello;;
48899;IWspaventosamente.csv;itWaC;http://www.hideout.it/index.php3?page=eventi&id=21;http://www.hideout.it/index.php3?page=eventi&id=21;2006.0;2001-2021;web;['street spirit   radiohead  alberto soragni,           prendiamo in esame un video spaventosamente onirico dei radiohead,   street spirit  , realizzato dal regista di   sexy beast  .'];spaventosamente onirico;;
48911;IWspaventosamente.csv;itWaC;http://www.albertomelis.it/salgaririvincita2.htm;http://www.albertomelis.it/salgaririvincita2.htm;2006.0;2001-2021;web;['sembravano in vena quella notte di tener testa anche agli uomini, e si spingevano minacciosamente innanzi, urlando spaventosamente .'];urlare spaventosamente;;
48925;IWspaventosamente.csv;itWaC;http://www.educational.rai.it/railibro/stampa.asp?tb=2&id=675;http://www.educational.rai.it/railibro/stampa.asp?tb=2&id=675;2006.0;2001-2021;web;['uguali, con le stesse nike, gli stessi occhiali firmati, ma dove le differenze e i pregiudizi sociali sono aumentati spaventosamente .'];aumentare spaventosamente;;
49025;IWspaventosamente.csv;itWaC;http://www.comicus.it/marvelit/What_if/Racconti/E_UNIVERSE_2.htm;http://www.comicus.it/marvelit/What_if/Racconti/E_UNIVERSE_2.htm;2006.0;2001-2021;web;['per questo la bambina è spaventosamente pericolosa.'];spaventosamente pericoloso;;
49031;IWspaventosamente.csv;itWaC;http://www2.varesenews.it/speciali/pace/reportage_pareschi.htm;http://www2.varesenews.it/speciali/pace/reportage_pareschi.htm;2006.0;2001-2021;web;['sì, perché qui i media sono spaventosamente schierati da una parte sola, e non è per niente facile ottenere informazioni   alternative  , a meno che non si sappia'];spaventosamente schierato;;
49048;IWspaventosamente.csv;itWaC;http://www.racine.ra.it/lsoriani/attivita/ipertesti/as_1999_2000/evoluzione/Darwin/Intelligenza.htm;http://www.racine.ra.it/lsoriani/attivita/ipertesti/as_1999_2000/evoluzione/Darwin/Intelligenza.htm;2006.0;2001-2021;web;['troppi personaggi diversi si agitavano dentro quell   uomo, spaventosamente complesso, che fu charles darwin: alcuni sono immediatamente riconoscibili, ma appaiono sfuggenti, almeno in'];spaventosamente complesso;;
49049;IWspaventosamente.csv;itWaC;http://www.offscreen.it/cult/nonapritequellaporta.htm;http://www.offscreen.it/cult/nonapritequellaporta.htm;2006.0;2001-2021;web;['e all   autodistruzione della società americana più denso e teorico ma meno sanguigno, più massimalista ma meno spaventosamente tangibile.'];spaventosamente tangibile;;
49055;IWspaventosamente.csv;itWaC;http://www.warnews.it/index.php/content/view/577/29/;http://www.warnews.it/index.php/content/view/577/29/;2006.0;2001-2021;web;['le persone vivono in condizioni di estrema povertà, in un contesto spaventosamente violento .'];spaventosamente violento;;
53483;ita_news_2005-2009_1M-sentences.txt;Corpora Italian;http://www.laprovinciadicomo.it/stories/Cronaca/74913_panini_pizza_e_schiamazzi_deroga_congelata._per_ora/;http://www.laprovinciadicomo.it/stories/Cronaca/74913_panini_pizza_e_schiamazzi_deroga_congelata._per_ora/;2009.0;2001-2021;stampa;['d altra parte piu  riusciamo a pulire il calcio meglio e , ma e  anche vero che dove c e  un giro di milioni di euro cosi  spaventosamente grosso, e  quasi impossibile restare puliti.'];spaventosamente grosso;;
59718;TT10spaventosamente.csv;itTenten2010;tracce.it;tracce.it;2010.0;2001-2021;web;['a richiesta spaventosamente ansiogena e ansiosa di surrogati laici dell  assoluto, che procura soltanto guai e violazione di principi elementari'];spaventosamente ansiogena;;
59747;TT10spaventosamente.csv;itTenten2010;giovani.it;giovani.it;2010.0;2001-2021;web;['per lo meno a go sono indietrone col programma ma si esaltano spaventosamente lo stesso.'];esaltarsi spaventosamente;;
60161;TT10spaventosamente.csv;itTenten2010;instoria.it;instoria.it;2010.0;2001-2021;web;['fu sarcasticamente definito  il mosè biondo , e poi, più spaventosamente :  un giovane e crudele dio della morte   burckhart ,  il macellaio di hitler , ma   soprattutto    la bestia bionda .'];definire spaventosamente;;
60314;TT10spaventosamente.csv;itTenten2010;volipindarici.it;volipindarici.it;2010.0;2001-2021;web;['fu fatto edificare da isabella ii nel     , e dal      condivide la sua sede con la biblioteca nacional, spaventosamente ricca di oltre un milione di volumi di preziosi manoscritti.'];spaventosamente ricco;;
60319;TT10spaventosamente.csv;itTenten2010;albertomelis.it;albertomelis.it;2010.0;2001-2021;web;['là, disteso su un mucchio di foglie secche, stava un uomo coi lineamenti spaventosamente alterati, magro come un fakiro indiano, col petto ossuto seminudo, le mani contratte convulsamente, e già in piena'];spaventosamente alterato;;
60424;TT10spaventosamente.csv;itTenten2010;italialaica.it;italialaica.it;2010.0;2001-2021;web;['non solo sono spaventosamente aumentate le aggressioni a carattere antisemita, ma  sporco ebreo  è tornata ad essere un offesa ormai comune contro'];aumentare spaventosamente;;
60443;TT10spaventosamente.csv;itTenten2010;unica.it;unica.it;2010.0;2001-2021;web;['hanno salvato migliaia di persone, ma trecentomila casi di nuovi casi di cancro all anno in italia sono una cifra spaventosamente elevata.'];spaventosamente elevato;;
60504;TT10spaventosamente.csv;itTenten2010;peacelink.it;peacelink.it;2010.0;2001-2021;web;['se non fosse per la visione di quei piedi cosi   spaventosamente simili, identici a quando avevamo dodici o tredici anni, gli alluci e le piante appena rigonfie, le caviglie ancora'];spaventosamente simile;;
60520;TT10spaventosamente.csv;itTenten2010;sahara.it;sahara.it;2010.0;2001-2021;web;['dopo qualche passaggio delicato si affronta una spianata di sabbie consistenti che portano ad una discesa spaventosamente ripida che consente di scendere dalla spianata verso l  akakus.'];spaventosamente ripido;;
60551;TT10spaventosamente.csv;itTenten2010;nuovasocieta.it;nuovasocieta.it;2010.0;2001-2021;web;['il debito netto del club è cresciuto inoltre dai     milioni del giugno      agli attuali    , una cifra spaventosamente alta      milioni di euro in debiti lordi .'];spaventosamente alto;;
60563;TT10spaventosamente.csv;itTenten2010;corriere.it;corriere.it;2010.0;2001-2021;web;['eppure la spagna, anche se pagando   e, in una certa  contenuta  misura, continuando a pagare   un prezzo spaventosamente alto, ha dimostrato che le maledizioni eterne non esistono.'];spaventosamente alto;;
60579;TT10spaventosamente.csv;itTenten2010;repubblica.it;repubblica.it;2010.0;2001-2021;web;['dobbiamo valutare il fatto che abel e galois sono morti ad una età spaventosamente giovane, oppure no?'];spaventosamente giovane;;
60664;TT10spaventosamente.csv;itTenten2010;repubblica.it;repubblica.it;2010.0;2001-2021;web;['di sicuro, punta prima di tutto a una sola cosa: vendere auto e guadagnarci, anche se questo è spaventosamente molto più terra terra rispetto ad altri scenari, e molto più complicato, di questi tempi.'];spaventosamente molto più ;;
60668;TT10spaventosamente.csv;itTenten2010;accaparlante.it;accaparlante.it;2010.0;2001-2021;web;['che avevo    anni e mezzo, quando vedevo che tu vedevi i litri di vino e le bottiglie di cognac aumentare spaventosamente .'];aumentare spaventosamente;;
60677;TT10spaventosamente.csv;itTenten2010;rai.it;rai.it;2010.0;2001-2021;web;['alla vostra età si è in grado di apprendere in maniera meravigliosa, ma si vive in una società spaventosamente gerontocratica : si conferisce troppo spazio agli anziani, dimenticando che il cervello umano dà il meglio di sé'];spaventosamente gerontocratico;;
60702;TT10spaventosamente.csv;itTenten2010;myblog.it;myblog.it;2010.0;2001-2021;web;['non vi è peluria e i grossi incavi neri al posto degli occhi sono spaventosamente comunicativi.'];spaventosamente comunicativo;;
61854;TT10spaventosamente.csv;itTenten2010;classicitaliani.it;classicitaliani.it;2010.0;2001-2021;web;['spaventosamente d un tratto mi s impose la certezza, che l uomo che stava davanti a quella porta, con la busta di cuojo sotto il braccio,'];imposere spaventosamente;;
63044;TT10spaventosamente.csv;itTenten2010;giovani.it;giovani.it;2010.0;2001-2021;web;['non lamentarti così spaventosamente , tu mi sei comunque caro.'];lamentarsi spaventosamente;;
63269;TT10spaventosamente.csv;itTenten2010;emilia-romagna.it;emilia-romagna.it;2010.0;2001-2021;web;['la scienza negli ultimi   anni si è evoluta spaventosamente spostando sempre più lontano il termine della vita delle persone, al giorno d oggi è del tutto normale sopravvivere'];evolutare spaventosamente;;
63272;TT10spaventosamente.csv;itTenten2010;leftwing.it;leftwing.it;2010.0;2001-2021;web;[', si intitola non per nulla l intervista a de benedetti annunciata nel programma dell iniziativa, che ricorda spaventosamente il titolo di quel saggio di francesco giavazzi e alberto alesina   il liberismo è di sinistra   che già tanti danni ha'];ricordare spaventosamente;;
63280;TT10spaventosamente.csv;itTenten2010;libero.it;libero.it;2010.0;2001-2021;web;['vendono armi, medicinali  scaduti , scorte e beni di ogni tipo ed assoggettano i poveri paesi in guerra indebitandoli spaventosamente rendendoli ignobilmente schiavi dei loro disegni?'];indebitare spaventosamente;;
63287;TT10spaventosamente.csv;itTenten2010;musicclub.it;musicclub.it;2010.0;2001-2021;web;['ma adesso che  tarantula hawk  ha trovato dimora stabile nel mio lettore cd vi posso confermare che era tutto spaventosamente vero!'];spaventosamente vero;;
63309;TT10spaventosamente.csv;itTenten2010;truemetal.it;truemetal.it;2010.0;2001-2021;web;['octavarium non è l  album progressive per eccellenza però è bello anke se contiene la title track che è una prog track spaventosamente bella, per musicisti ed ascoltatori dall  orecchio fine .'];spaventosamente bello;;
63335;TT10spaventosamente.csv;itTenten2010;polisblog.it;polisblog.it;2010.0;2001-2021;web;['il surplus dovrebbe essere di circa il  ,   benché in alcune tratte tale percentuale aumenti spaventosamente raggiungendo la doppia cifra.'];aumentare spaventosamente;;
63347;TT10spaventosamente.csv;itTenten2010;alessandragraziottin.it;alessandragraziottin.it;2010.0;2001-2021;web;['la foto ravviva la memoria, certo, ma distorce le emozioni e la nostra capacità di giudizio, spaventosamente .'];distorcere spaventosamente;;
63381;TT10spaventosamente.csv;itTenten2010;albertomelis.it;albertomelis.it;2010.0;2001-2021;web;['dinanzi alla morte e che da solo si sentiva in grado di tener fronte ad una cinquantina di alabardieri, era diventato spaventosamente pallido.'];spaventosamente pallido;;
63387;TT10spaventosamente.csv;itTenten2010;repubblica.it;repubblica.it;2010.0;2001-2021;web;['infinita di cinema, teatri, concerti rock, mostre d  arte, ristoranti etnici, negozi alla moda e supermercati spaventosamente riforniti.'];spaventosamente rifornito;;
63403;TT10spaventosamente.csv;itTenten2010;free-os.it;free-os.it;2010.0;2001-2021;web;['il fattore  caso  infatti è una delle cose più complicate da riprodurre tramite un computer, mentre viene spaventosamente bene ad un essere umano: quanto difficile sarebbe  filtrare  le richieste dell estensione se venissero fatte a'];spaventosamente bene;;
